MobileNo,Name,Acquiring_channel,Conversion_attribution,Type,LAN,Loan_amount,Interest,Tenure,Principal_amount,Loan_type,DPD_30,DPD_90,App_score,Imputed_Income,PIncode,Loan_status,Disbursement_date,EMI_amount,Age,Gender,Employment_type
9167253104,Kabir Banerjee,Store Footfall,App,New,LAN20221866638,4799000,0.1699,30,0,Personal loan,,,9.3,1069000,302909,Closed,01-04-2022,197450,33,Female,Self-employed
7889540048,Ananya Verma,GoogleAds_HL_brand,App,New,LAN20261807340,339000,0.1743,23,247449,Consumer durable,,,7.8,792000,641435,Active,01-01-2026,17444,43,Male,Salaried
8089064204,Imran Gomes,employee referral scheme,Website,New,LAN20242529267,68000,0.1584,11,0,Consumer durable,,,7.2,1383000,751394,Closed,01-11-2024,6682,46,Female,Salaried
7053802823,Pooja Sheikh,Vijay Sales cross sell,Call center,New,LAN20214871099,368000,0.1458,6,0,Consumer durable,,,7,1507000,781927,Closed,01-08-2021,63968,52,Male,Salaried
7618756753,Ananya Shah,paid_search_hl_nonbrand,Call center,New,LAN20221461889,213000,0.1634,12,0,Consumer durable,,,7.6,1678000,641182,Closed,01-08-2022,19360,26,Male,Salaried
7443235969,Farhan Malhotra,website_billionday_sale,App,New,LAN20214185207,21918000,0.0874,49,0,Home loan,,,7.6,602000,682552,Closed,01-09-2021,533472,36,Male,Salaried
9850172844,Amit Iyer,Website_sticky CTA,Website,New,LAN20247386912,344000,0.1682,11,0,Consumer durable,,,6.4,1016000,570250,Closed,01-05-2024,33964,26,Female,Self-employed
7037673209,Zara Khan,Store Footfall,App,New,LAN20204964595,365000,0.1568,3,0,Consumer durable,,,7.8,1745000,380886,Closed,01-07-2020,124860,39,Female,Salaried
8831130053,Priya Ansari,Iphone_campaign,Website,New,LAN20232984534,12739000,0.0884,50,2934810,Home loan,,,7.1,1311000,831938,Active,01-04-2023,305503,59,Male,Self-employed
7655028920,Aarav Khan,Website - Billion Days,Field,New,LAN20252565327,38000,0.1412,20,23857,Consumer durable,,,9.5,1052000,110401,Active,01-12-2025,2143,43,Female,Self-employed
6715985596,Salman D'Souza,TwoWheeler Suzuki tie-up,Website,New,LAN20216357673,14433000,0.13,8,0,Loan against securities,,,6.7,1394000,520983,Closed,01-03-2021,1893182,41,Female,Salaried
8644121220,Ira Joshi,referral - branch walkin,App,Top-up,LAN20189030131,19461000,0.0956,8,0,Loan against securities,,,6,846000,831894,Closed,01-09-2018,2520642,40,Male,Self-employed
7696862970,Diya Kumar,website sticky cta,App,Top-up,LAN20264452057,1307000,0.1666,16,850322,Personal loan,,,9.5,1641000,302380,Active,01-02-2026,91659,27,Male,Salaried
8514347282,Rajesh Banerjee,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,Field,New,LAN20207766692,197000,0.1391,24,0,Consumer durable,,,8,1286000,452204,Closed,01-04-2020,9450,29,Male,Salaried
7745233101,Pooja Sheikh,Apppush for MAU,Website,New,LAN20213088598,346000,0.1522,18,0,Consumer durable,,,8.9,1369000,462723,Closed,01-03-2021,21621,39,Male,Salaried
9474246145,Krishna Patel,Entrypage_journey_pl,App,Balance Transfer,LAN20199524881,9219000,0.0797,56,0,Home loan,,,5.9,1124000,520810,Closed,01-10-2019,197673,22,Male,Salaried
9108984435,Pooja Mehta,iPhone Campaign,App,Top-up,LAN20218675724,243000,0.1599,18,0,Consumer durable,,,7.4,1685000,751443,Closed,01-01-2021,15273,33,Male,Self-employed
6192296806,Saanvi Patel,Website billion day,Field,Top-up,LAN20231199963,5639000,0.1158,23,0,Loan against securities,,,9.8,1001000,530268,Closed,01-05-2023,274564,50,Female,Self-employed
6192296806,Saanvi Patel,vijay sales - cross-sell,App,Balance Transfer,LAN20195969402,280000,0.1372,7,0,Consumer durable,,,9.8,1001000,530268,Closed,01-09-2019,41850,50,Female,Self-employed
6465865826,Reyansh Khan,referral - branch walkin,Website,Balance Transfer,LAN20187441277,3915000,0.1335,33,0,Personal loan,,,7.6,1456000,380926,Closed,01-07-2018,142394,43,Female,Salaried
7648881961,Karthik Banerjee,Email - preapproved offer,Website,New,LAN20186648140,314000,0.1715,12,0,Consumer durable,,,6.2,747000,570355,Closed,01-05-2018,28661,53,Female,Salaried
8251376709,Fatima Pinto,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,Website,Top-up,LAN20197954851,5784000,0.0918,46,0,Home loan,,,8.9,1481000,208262,Closed,01-07-2019,149633,37,Male,Salaried
6218041985,Kavya Banerjee,Website-StickyCTA,App,New,LAN20191114598,78000,0.1383,6,0,Consumer durable,,,5.8,1706000,560584,Closed,01-03-2019,13529,48,Male,Self-employed
7318245587,Myra Mehta,website sticky cta,Website,Balance Transfer,LAN20267965565,17687000,0.1099,11,14601691,Loan against securities,,,7.9,1650000,560573,Active,01-06-2026,1697606,37,Male,Self-employed
9183085294,Zara Shah,iPhone Campaign,App,New,LAN20180214613,220000,0.1712,10,0,Consumer durable,,,9.4,1022000,641354,Closed,01-07-2018,23763,39,Female,Salaried
9899224667,Myra Malhotra,paid_search_hl_nonbrand,Website,New,LAN20243559859,2878000,0.1586,35,685948,Personal loan,,,6.4,1027000,831183,Active,01-04-2024,103241,48,Male,Self-employed
7621719264,Arjun Rao,Branch Referral,App,New,LAN20214054235,24134000,0.1012,36,0,Loan against securities,,,9.1,903000,530526,Closed,01-09-2021,780097,50,Male,Salaried
8553418417,Diya Gupta,TwoWheeler Suzuki tie-up,Call center,New,LAN20236419200,12779000,0.1074,20,0,Loan against securities,,,9.4,1126000,160266,Closed,01-12-2023,700689,49,Female,Salaried
7078265393,Arjun Singh,paid_search_hl_nonbrand,App,New,LAN20256304640,2356000,0.1488,40,1380393,Personal loan,,,7.2,566000,160073,Active,01-01-2025,75067,53,Male,Salaried
8790421951,Aarav Banerjee,Website Banner - Diwali,Field,Balance Transfer,LAN20268209218,13954000,0.0782,46,13692871,Home loan,,,7.5,1476000,641155,Active,01-07-2026,352063,58,Male,Self-employed
8790421951,aarav banerjee,Email - preapproved offer,App,New,LAN20225322686,10128000,0.1027,5,0,Loan against securities,,,7.5,1476000,641155,Closed,01-11-2022,2077903,58,Male,Self-employed
8790421951,Aarav Banerjee,employee referral scheme,App,Balance Transfer,LAN20196088191,111000,0.1433,21,0,Consumer durable,2019-04,2019-05,7.5,1476000,641155,Closed,01-02-2019,6007,58,Male,Self-employed
9856433681,Deepak Patel,iphone_campaign_launch,App,New,LAN20266969908,163000,0.145,4,122981,Consumer durable,,,6.7,1248000,800817,Active,01-07-2026,41988,53,Female,Salaried
8333982583,Kavya Mehta,Vijay sales X-sell Diwali,Website,Top-up,LAN20255509361,2395000,0.0928,44,1719026,Home loan,,,7.3,1716000,641571,Active,01-06-2025,64425,38,Male,Self-employed
9115645640,Aditya Qureshi,entrypage journey - PL,Website,Balance Transfer,LAN20216061176,391000,0.1607,5,0,Consumer durable,,,9.2,1368000,226119,Closed,01-10-2021,81370,29,Male,Salaried
8938712370,Rajesh Banerjee,2W_Suzuki_dealer,Website,New,LAN20223166887,81000,0.1735,15,0,Consumer durable,,,8.9,646000,530448,Closed,01-10-2022,6046,29,Male,Self-employed
6989109178,Priya Ansari,Website - Billion Days,Field,New,LAN20242813899,395000,0.1359,10,0,Consumer durable,,,7.1,1055000,395621,Closed,01-08-2024,42002,30,Male,Salaried
9512852630,Aditya Gupta,App push - MAU drive,Website,New,LAN20215638625,24333000,0.1171,24,0,Loan against securities,,,6.1,856000,520416,Closed,01-04-2021,1142146,54,Male,Salaried
7976844171,Ahmed Pillai,Twowheeler_Suzuki,Website,New,LAN20218365688,1216000,0.1001,33,0,Loan against securities,,,5.8,647000,141691,Closed,01-11-2021,42305,36,Male,Salaried
7055610968,Shreya Iyer,Website_sticky CTA,Website,New,LAN20218298154,3653000,0.1546,28,0,Personal loan,,,9.3,966000,141596,Closed,01-12-2021,156237,41,Male,Salaried
7055610968,Shreya Iyer,Website_sticky CTA,Field,New,LAN20243479883,308000,0.1422,18,0,Consumer durable,,,9.3,966000,141596,Closed,01-05-2024,19102,41,Male,Salaried
7055610968,Shreya Iyer,Storefootfall,App,New,LAN20198027514,4998000,0.1599,26,0,Personal loan,,,9.3,966000,141596,Closed,01-01-2019,228714,41,Male,Salaried
7055610968,SHREYA IYER,website banner diwali,App,New,LAN20205160498,391000,0.1575,21,0,Consumer durable,,,9.3,966000,141596,Closed,01-03-2020,21424,41,Male,Salaried
9589779175,Rajesh Patel,website sticky cta,Website,New,LAN20212339087,4109000,0.1484,42,0,Personal loan,,,8.2,853000,141645,Closed,01-02-2021,126021,50,Female,Salaried
7013197170,Ira Malhotra,iphone_campaign_launch,Website,New,LAN20195346137,18964000,0.0867,50,0,Home loan,,,9.7,1132000,141928,Closed,01-11-2019,453257,24,Male,Salaried
6449153958,Sneha Menon,entrypage journey - PL,App,New,LAN20243786857,125000,0.1711,11,0,Consumer durable,,,8.4,1682000,110030,Closed,01-06-2024,12359,50,Male,Salaried
7014232954,Anjali Shah,Branch Referral,App,New,LAN20249643212,106000,0.1552,4,0,Consumer durable,,,8.3,1222000,208004,Closed,01-03-2024,27362,37,Female,Salaried
7522631367,Manoj Kapoor,GoogleAds_HL_brand,App,Top-up,LAN20211014112,1892000,0.1458,44,0,Personal loan,,,9.6,1344000,800532,Closed,01-02-2021,55768,36,Male,Salaried
7538865213,Riya Reddy,Branch Referral,App,New,LAN20266088383,143000,0.1706,19,129689,Consumer durable,,,9.7,1363000,380777,Active,01-06-2026,8642,56,Male,Salaried
7538865213,Riya Reddy,Vijay sales X-sell Diwali,App,New,LAN20210478581,229000,0.139,19,0,Consumer durable,,,9.7,1363000,380777,Closed,01-08-2021,13497,56,Male,Salaried
7538865213,Riya Reddy,Entrypage_journey_pl,App,Top-up,LAN20227117297,9560000,0.1261,21,0,Loan against securities,,,9.7,1363000,380777,Closed,01-09-2022,509692,56,Male,Salaried
8870930837,Fatima Banerjee,Website Banner - Diwali,Website,New,LAN20221082580,4515000,0.1501,34,0,Personal loan,,,6.9,1699000,462503,Closed,01-04-2022,163844,35,Male,Salaried
7482749726,Vikram Fernandes,Website - Billion Days,Website,New,LAN20268607938,469000,0.1625,5,377706,Consumer durable,,,9,1565000,751074,Active,01-07-2026,97645,60,Female,Salaried
6518680910,Aarav Qureshi,website banner diwali,Field,New,LAN20252676372,165000,0.1668,9,0,Consumer durable,,,9,1797000,500720,Closed,01-04-2025,19631,49,Male,Salaried
7902407524,Mohammed Patel,MobileApp Campaign - Q3,Call center,Top-up,LAN20230435426,2887000,0.1701,18,0,Personal loan,,,7.5,1601000,835160,Closed,01-04-2023,182848,43,Female,Self-employed
7033669575,Ahmed Kumar,mobile_app_campaign,Website,New,LAN20208835695,24224000,0.0768,50,0,Home loan,,,5.8,1112000,226175,Closed,01-03-2020,567660,27,Male,Self-employed
7415743329,Vikram Reddy,Branch Referral,App,Top-up,LAN20216435375,4525000,0.1718,32,0,Personal loan,,,7.3,1391000,411706,Closed,01-10-2021,177255,33,Female,Self-employed
9387974382,Neha Sharma,Twowheeler_Suzuki,Website,Top-up,LAN20234475020,2132000,0.1116,32,0,Personal loan,,,8.7,1338000,500597,Closed,01-06-2023,77337,36,Male,Salaried
6679167700,Yusuf Kumar,website banner diwali,Field,New,LAN20220117176,3418000,0.1712,33,0,Personal loan,,,6.4,988000,530511,Closed,01-07-2022,130587,57,Female,Salaried
7474317139,Nisha Rao,2W_Suzuki_dealer,App,New,LAN20241096016,9276000,0.1003,36,3134478,Loan against securities,,,7.5,1433000,641191,Active,01-07-2024,299441,35,Female,Salaried
7916246010,Fatima Pillai,referral - branch walkin,Call center,New,LAN20254445232,259000,0.1513,15,0,Consumer durable,,,6.6,1075000,452537,Closed,01-02-2025,19059,43,Male,Salaried
9634611668,Manoj Mehta,TwoWheeler Suzuki tie-up,App,Balance Transfer,LAN20268660894,3736000,0.136,48,3556979,Personal loan,,,7.2,1435000,600917,Active,01-05-2026,101344,47,Male,Salaried
9634611668,Manoj  Mehta,sms_campaign_reengage,Call center,New,LAN20223879458,1389000,0.159,46,0,Personal loan,,,7.2,1435000,600917,Closed,01-02-2022,40520,47,Male,Salaried
6816973737,Sai Kumar,web_banner_diwali_offer,Call center,New,LAN20269956284,588000,0.1169,45,556272,Personal loan,,,7,683000,110186,Active,01-05-2026,16202,55,Male,Salaried
6376680386,Rohan Nair,apppush_mau_reengagement,Website,Top-up,LAN20185370528,22841000,0.0852,56,0,Home loan,,,9.7,1450000,600900,Closed,01-05-2018,495747,46,Female,Salaried
9971130625,Imran Fernandes,Email - preapproved offer,Website,New,LAN20248145670,138000,0.1352,13,0,Consumer durable,,,6.9,1100000,600470,Closed,01-07-2024,11471,39,Female,Salaried
6782125962,Priya Gomes,web_banner_diwali_offer,Website,New,LAN20189009095,4282000,0.1309,41,0,Personal loan,,,7.7,1618000,641550,Closed,01-11-2018,130088,40,Female,Salaried
6437852314,Nisha Gomes,website banner diwali,App,New,LAN20253547371,407000,0.1733,21,108297,Consumer durable,,,5.9,597000,302337,Active,01-04-2025,22607,32,Female,Salaried
6499703887,Shreya Gupta,website_billionday_sale,Website,Balance Transfer,LAN20254008243,452000,0.138,6,0,Consumer durable,,,7.6,1725000,208336,Closed,01-05-2025,78394,37,Male,Salaried
8956458335,Riya Ansari,entrypage journey - PL,Website,Top-up,LAN20190526159,17989000,0.1177,5,0,Loan against securities,,,6.2,1093000,570998,Closed,01-03-2019,3704354,46,Female,Self-employed
7316328408,Aadhya Nair,website banner diwali,App,New,LAN20206317286,8738000,0.0833,47,0,Home loan,,,8.3,734000,682480,Closed,01-12-2020,218528,44,Male,Self-employed
7633092480,Fatima Kapoor,Website Banner - Diwali,Website,New,LAN20246110821,10840000,0.0948,22,534501,Loan against securities,,,7.8,996000,500484,Active,01-11-2024,538724,24,Male,Self-employed
9010552052,Ramesh Menon,Apppush for MAU,App,Top-up,LAN20246778758,268000,0.1631,24,38436,Consumer durable,,,8.2,562000,302317,Active,01-11-2024,13162,33,Male,Self-employed
6675892697,Salman Kumar,Website Banner - Diwali,Call center,Balance Transfer,LAN20195663754,9047000,0.126,21,0,Loan against securities,,,6.1,711000,208984,Closed,01-09-2019,482299,37,Female,Salaried
6467859542,Aadhya Singh,Iphone_campaign,Field,Balance Transfer,LAN20248033933,311000,0.16,13,0,Consumer durable,,,7.3,1031000,781776,Closed,01-02-2024,26215,38,Female,Self-employed
9512106539,Manoj Chatterjee,Email - preapproved offer,Website,New,LAN20256846327,123000,0.1549,10,0,Consumer durable,,,9.2,1149000,641322,Closed,01-10-2025,13190,39,Female,Salaried
8941757334,Pooja Nair,TwoWheeler Suzuki tie-up,App,New,LAN20218567918,8691000,0.103,10,0,Loan against securities,,,6.9,748000,160378,Closed,01-03-2021,910655,51,Male,Salaried
8869803061,Ananya Das,referral - branch walkin,Website,New,LAN20228640499,2036000,0.1148,17,0,Loan against securities,,,6.5,874000,682437,Closed,01-12-2022,130338,25,Male,Self-employed
6909269147,Amit Patel,Vijay sales X-sell Diwali,Website,Balance Transfer,LAN20251554177,94000,0.1418,3,0,Consumer durable,,,7.9,1277000,781928,Closed,01-04-2025,32077,28,Male,Salaried
6668246729,Anjali Joshi,website banner diwali,Field,New,LAN20242301825,1035000,0.1114,23,0,Personal loan,,,9.1,1631000,395679,Closed,01-02-2024,50183,37,Male,Salaried
8361096626,Anjali Iyer,website_billionday_sale,Website,New,LAN20268315139,427000,0.1426,24,395856,Consumer durable,,,9.2,1140000,208731,Active,01-06-2026,20554,22,Male,Salaried
6309447146,Anjali Kumar,Email - preapproved offer,App,New,LAN20192332117,256000,0.1656,7,0,Consumer durable,,,8.6,595000,520825,Closed,01-02-2019,38618,39,Male,Salaried
6707043601,Ishaan Pillai,App push - MAU drive,App,Top-up,LAN20260615589,106000,0.161,3,71137,Consumer durable,,,6,1726000,226575,Active,01-07-2026,36286,51,Male,Self-employed
7585173820,Suresh Malhotra,employee referral scheme,App,New,LAN20240207065,228000,0.1443,6,0,Consumer durable,,,8.4,1165000,452850,Closed,01-07-2024,39615,23,Female,Salaried
9178691441,Rahul Sheikh,apppush_mau_reengagement,Call center,New,LAN20200601627,12256000,0.0835,49,0,Home loan,2021-10,2021-11,8.2,1225000,700715,Closed,01-08-2020,296042,28,Male,Salaried
9178691441,Rahul Sheikh,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,Website,New,LAN20259444307,24397000,0.1128,8,0,Loan against securities,,,8.2,1225000,700715,Closed,01-10-2025,3180032,28,Male,Salaried
9178691441,Rahul  Sheikh,sms_campaign_reengage,Call center,New,LAN20186590805,86000,0.1419,3,0,Consumer durable,,,8.2,1225000,700715,Closed,01-07-2018,29347,28,Male,Salaried
6114393710,Rajesh Joshi,App push - MAU drive,App,New,LAN20208094697,402000,0.1329,21,0,Consumer durable,,,5.9,995000,800474,Closed,01-05-2020,21560,22,Male,Salaried
9398565872,Krishna Sharma,Website Banner - Diwali,Call center,New,LAN20265598972,37000,0.1657,19,31779,Consumer durable,,,7,1701000,160889,Active,01-05-2026,2227,27,Male,Salaried
9398565872,Krishna  Sharma,Entrypage_journey_pl,App,New,LAN20241137961,6183000,0.0785,58,3169589,Home loan,,,7,1701000,160889,Active,01-01-2024,128447,27,Male,Salaried
8816571043,Divya Rao,Branch Referral,Call center,Top-up,LAN20251665537,4492000,0.1536,37,2687755,Personal loan,,,8.9,823000,440833,Active,01-03-2025,153176,31,Female,Self-employed
7578642018,Zara Ansari,Branch Referral,Website,New,LAN20193365230,60000,0.1311,16,0,Consumer durable,,,9.4,1284000,462283,Closed,01-03-2019,4108,47,Male,Salaried
7767021417,Neha Chatterjee,sms_campaign_reengage,Website,New,LAN20192381830,322000,0.166,11,0,Consumer durable,,,6.7,1718000,781276,Closed,01-10-2019,31758,39,Male,Salaried
6142004252,Sanjay D'Souza,Website - Billion Days,Website,Top-up,LAN20260630334,392000,0.151,19,336126,Consumer durable,,,6.9,1340000,60,Active,01-05-2026,23325,24,Female,Salaried
6142004252,Sanjay D'Souza,Mobile app campaign,Field,New,LAN20206369516,3310000,0.1511,26,0,Personal loan,,,6.9,1340000,60,Closed,01-05-2020,150075,24,Female,Salaried
8563587343,Salman Pillai,employee referral scheme,Field,Balance Transfer,LAN20245050256,22326000,0.1273,35,4435604,Loan against securities,,,9.5,669000,751538,Active,01-03-2024,766957,47,Male,Salaried
6028438518,Ramesh Mehta,apppush_mau_reengagement,App,New,LAN20242865372,2383000,0.1176,48,1427743,Personal loan,,,9.4,1635000,302043,Active,01-10-2024,62473,23,Female,Salaried
6028438518,Ramesh,Website_sticky CTA,App,New,LAN20186119891,5762000,0.0988,5,0,Loan against securities,2018-11,2018-12,9.4,1635000,302043,Closed,01-10-2018,1181020,23,Female,Salaried
8239852617,Myra Singh,Website_sticky CTA,Field,Top-up,LAN20200849520,11304000,0.0785,36,0,Home loan,,,6.7,946000,440277,Closed,01-03-2020,353445,27,Male,Salaried
7064782890,Aditya Patel,GoogleAds_HL_brand,Website,New,LAN20269910756,474000,0.1423,13,405720,Consumer durable,,,9.1,1427000,302149,Active,01-06-2026,39559,54,Female,Self-employed
8958799907,Rajesh Kapoor,2W_Suzuki_dealer,App,Top-up,LAN20230965313,368000,0.1384,23,0,Consumer durable,,,7.5,1644000,400690,Closed,01-02-2023,18307,54,Male,Self-employed
6434812712,Sneha Qureshi,employee referral scheme,Call center,Top-up,LAN20216248131,8271000,0.0773,58,0,Home loan,,,8.3,1497000,695684,Closed,01-06-2021,171351,26,Male,Self-employed
7091025436,Riya Kumar,Store Footfall,App,New,LAN20202762325,4222000,0.1648,26,0,Personal loan,,,6.4,1195000,302833,Closed,01-01-2020,194198,44,Female,Self-employed
7091025436,Riya Kumar,website sticky cta,Call center,New,LAN20232396952,3014000,0.1238,27,0,Personal loan,,,6.4,1195000,302833,Closed,01-02-2023,128469,44,Female,Self-employed
6960869396,Krishna Kumar,Vijay sales X-sell Diwali,Website,New,LAN20229195962,252000,0.1385,23,0,Consumer durable,,,7.2,1466000,520266,Closed,01-11-2022,12538,28,Male,Salaried
8182596366,Reyansh Fernandes,google ads - home loan,App,New,LAN20207216327,981000,0.1681,22,0,Personal loan,,,9.4,1561000,781520,Closed,01-05-2020,52124,27,Male,Self-employed
8182596366,Reyansh Fernandes,iphone_campaign_launch,Field,New,LAN20248319859,76000,0.1596,3,0,Consumer durable,,,9.4,1561000,781520,Closed,01-04-2024,26010,27,Male,Self-employed
8182596366,Reyansh Fernandes,Website Banner - Diwali,Website,New,LAN20267534034,202000,0.1496,6,34718,Consumer durable,,,9.4,1561000,781520,Active,01-03-2026,35151,27,Male,Self-employed
8182596366,Reyansh  Fernandes,entrypage journey - PL,Website,New,LAN20203645019,148000,0.1621,18,0,Consumer durable,2020-10,2020-11,9.4,1561000,781520,Closed,01-03-2020,9317,27,Male,Self-employed
9455811173,Vihaan Banerjee,Twowheeler_Suzuki,App,Top-up,LAN20254657878,266000,0.135,11,0,Consumer durable,,,6.7,1135000,440246,Closed,01-07-2025,25845,33,Female,Salaried
9455811173,Vihaan  Banerjee,entrypage journey - PL,Website,New,LAN20235261008,452000,0.1469,8,0,Consumer durable,2023-04,2023-05,6.7,1135000,440246,Closed,01-03-2023,59657,33,Female,Salaried
6142962990,Pooja Gupta,SMS blast - existing customer,Field,New,LAN20194247831,337000,0.1432,15,0,Consumer durable,,,7.9,1715000,208847,Closed,01-11-2019,24671,39,Male,Self-employed
6276460022,Aadhya Reddy,TwoWheeler Suzuki tie-up,App,New,LAN20199844516,1949000,0.1537,48,0,Personal loan,,,5.9,1473000,751823,Closed,01-08-2019,54608,58,Male,Salaried
8556413268,Ramesh Iyer,Branch Referral,Field,New,LAN20205070669,2666000,0.1266,26,0,Personal loan,,,7.3,1069000,208657,Closed,01-12-2020,117780,51,Male,Salaried
7199226854,Karthik D'Souza,Website-StickyCTA,Website,New,LAN20210421275,217000,0.1547,11,0,Consumer durable,,,9.5,701000,641457,Closed,01-12-2021,21286,35,Male,Self-employed
8307977485,Ira Mehta,Website billion day,App,Top-up,LAN20225353922,169000,0.1304,22,0,Consumer durable,,,8.7,1524000,500948,Closed,01-12-2022,8678,35,Male,Self-employed
7222584044,Ira Gomes,website banner diwali,App,New,LAN20199827574,154000,0.166,9,0,Consumer durable,,,9.5,1576000,380976,Closed,01-04-2019,18316,36,Female,Self-employed
7994572031,Mohammed Das,sms_campaign_reengage,Website,New,LAN20185760175,17318000,0.0958,33,0,Loan against securities,,,8.6,862000,411646,Closed,01-05-2018,599027,40,Male,Salaried
9077095351,Kabir Banerjee,App push - MAU drive,Website,New,LAN20226481015,3337000,0.168,42,0,Personal loan,,,8.4,1175000,682994,Closed,01-07-2022,105627,36,Male,Salaried
7038811609,Rahul Menon,Iphone_campaign,Website,New,LAN20226663826,354000,0.1405,17,0,Consumer durable,,,7,558000,834766,Closed,01-10-2022,23086,58,Male,Salaried
7543243167,Imran Qureshi,Mobile app campaign,Website,New,LAN20213427464,4558000,0.1643,31,0,Personal loan,,,8.8,743000,400736,Closed,01-05-2021,181426,27,Female,Salaried
7112281203,Ramesh Khan,Iphone_campaign,Website,New,LAN20257745284,14745000,0.0797,49,11286597,Home loan,,,7.7,932000,751486,Active,01-07-2025,353525,36,Male,Salaried
9692909376,Sneha Sheikh,Vijay Sales cross sell,Website,New,LAN20203738464,19981000,0.0945,42,0,Home loan,,,6.1,1003000,520739,Closed,01-08-2020,560596,46,Female,Salaried
6749180386,Arjun Mehta,Website_sticky CTA,Field,New,LAN20250841317,207000,0.1355,9,0,Consumer durable,,,6.9,1531000,395797,Closed,01-09-2025,24318,37,Female,Self-employed
9010340825,Shreya Sharma,Iphone_campaign,Field,New,LAN20224887037,349000,0.1711,19,0,Consumer durable,,,7.1,1298000,831170,Closed,01-09-2022,21099,48,Male,Salaried
8147998511,Sai Nair,App push - MAU drive,Website,New,LAN20210605605,3212000,0.1256,25,0,Personal loan,,,6.3,696000,160821,Closed,01-07-2021,146689,40,Male,Salaried
9454683775,Zara Iyer,App push - MAU drive,Field,New,LAN20235011971,16739000,0.109,16,0,Loan against securities,,,6.9,1687000,695329,Closed,01-12-2023,1128787,32,Male,Salaried
7567652521,Rajesh Singh,Storefootfall,Field,New,LAN20219070159,661000,0.1215,28,0,Personal loan,,,6.7,1656000,411702,Closed,01-04-2021,27230,27,Male,Self-employed
9284027274,Divya D'Souza,Website Banner - Diwali,Website,Top-up,LAN20230458957,55000,0.1391,16,0,Consumer durable,,,7.6,931000,462495,Closed,01-01-2023,3786,56,Female,Salaried
8822083138,Vivaan Qureshi,Website - Billion Days,Call center,New,LAN20252321865,13580000,0.0917,12,4665184,Loan against securities,,,6.5,1518000,380622,Active,01-12-2025,1188662,41,Female,Salaried
6556683421,Pari Reddy,Entrypage_journey_pl,App,New,LAN20250460860,15872000,0.0884,60,11820406,Home loan,,,8.1,1423000,380171,Active,01-02-2025,328245,45,Male,Self-employed
6733252563,Deepak Menon,App push - MAU drive,Call center,New,LAN20207207041,454000,0.1566,5,0,Consumer durable,,,7.3,1053000,835187,Closed,01-06-2020,94386,32,Female,Salaried
8918134383,Ramesh Shah,employee referral scheme,App,Top-up,LAN20206596206,6242000,0.0857,56,0,Home loan,,,9.5,804000,781790,Closed,01-01-2020,135627,49,Female,Salaried
6490545338,Vivaan Sheikh,Website-StickyCTA,Call center,New,LAN20215000227,4664000,0.0973,28,0,Loan against securities,,,6.1,1382000,440826,Closed,01-01-2021,186866,42,Female,Self-employed
6835275619,Salman Khan,2W_Suzuki_dealer,Field,New,LAN20233499406,1702000,0.1302,41,250048,Personal loan,,,8.9,1443000,226457,Active,01-08-2023,51649,35,Male,Self-employed
7463730495,Aditya Banerjee,iphone_campaign_launch,Website,New,LAN20222808662,7974000,0.0735,48,191075,Home loan,,,8,998000,831675,Active,01-09-2022,192245,25,Male,Self-employed
6835609694,Riya Verma,Vijay sales X-sell Diwali,Website,New,LAN20264310187,19834000,0.1166,31,17596221,Loan against securities,,,8.8,1531000,570080,Active,01-04-2026,744077,41,Female,Self-employed
7763231681,Myra Iyer,Entrypage_journey_pl,App,Top-up,LAN20223766375,329000,0.158,6,0,Consumer durable,,,8,875000,831486,Closed,01-06-2022,57388,33,Female,Self-employed
7763231681,MYRA IYER,GoogleAds_HL_brand,Field,New,LAN20182052208,4945000,0.1379,46,0,Personal loan,,,8,875000,831486,Closed,01-07-2018,139007,33,Female,Self-employed
8644304084,Shreya Patel,Entrypage_journey_pl,Field,New,LAN20199386636,30000,0.1551,18,0,Consumer durable,,,6,1606000,781342,Closed,01-04-2019,1879,38,Male,Self-employed
8897185817,Riya Pinto,EntryPage_PL_Journey,Call center,New,LAN20240994741,103000,0.1333,13,0,Consumer durable,,,6.2,1369000,462572,Closed,01-11-2024,8553,29,Female,Salaried
8983070400,Rahul Gupta,Apppush for MAU,Website,New,LAN20211161012,451000,0.1411,9,0,Consumer durable,,,9.1,760000,800152,Closed,01-05-2021,53103,43,Male,Salaried
8022983081,Reyansh Menon,website_billionday_sale,Call center,New,LAN20187313364,62000,0.1615,21,0,Consumer durable,,,7.5,1460000,400441,Closed,01-11-2018,3409,52,Male,Self-employed
7942976709,Ramesh Das,Website billion day,Website,New,LAN20244090174,372000,0.1423,24,0,Consumer durable,,,6.1,1245000,500746,Closed,01-02-2024,17901,37,Female,Salaried
9766181744,Kavya Kapoor,Store Footfall,Website,New,LAN20204726913,4594000,0.149,19,0,Personal loan,,,7.8,963000,400921,Closed,01-08-2020,272922,28,Male,Self-employed
6639885768,Imran Singh,TwoWheeler Suzuki tie-up,Website,Top-up,LAN20203725672,8065000,0.0973,27,0,Loan against securities,,,7.4,1329000,530185,Closed,01-04-2020,333797,42,Female,Salaried
